,tweet_id,timestamp,text,tweet_link,rating_numerator,rating_denominator,name,doggo,floofer,pupper,puppo,favorites,retweets,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,month_year
50,874680097055178752,2017-06-13 17:29:20,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly ,https://twitter.com/dog_rates/status/874680097055178752,12,10,Cash,None,None,None,None,28439,4875,Labrador_retriever,0.836052,True,Staffordshire_bullterrier,0.0470691,True,2017-06
51,874296783580663808,2017-06-12 16:06:11,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract ,https://twitter.com/dog_rates/status/874296783580663808,13,10,Jed,None,None,pupper,None,26651,4308,cocker_spaniel,0.437216,True,miniature_poodle,0.277191,True,2017-06
52,874057562936811520,2017-06-12 00:15:36,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 ",https://twitter.com/dog_rates/status/874057562936811520,12,10,None,None,None,None,None,23134,4125,flat-coated_retriever,0.8321770000000001,True,black-and-tan_coonhound,0.040436900000000005,True,2017-06
53,874012996292530176,2017-06-11 21:18:31,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo ",https://twitter.com/dog_rates/status/874012996292530176,13,10,Sebastian,None,None,None,puppo,35501,11007,Cardigan,0.806674,True,Pembroke,0.116622,True,2017-06
54,873213775632977920,2017-06-09 16:22:42,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

",https://twitter.com/dog_rates/status/873213775632977920,12,10,Sierra,None,None,pupper,None,7467,1667,vizsla,0.6197819999999999,True,bloodhound,0.338069,True,2017-06
55,872967104147763200,2017-06-09 00:02:31,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo ,https://twitter.com/dog_rates/status/872967104147763200,12,10,None,doggo,None,None,None,28031,5669,Labrador_retriever,0.476913,True,Chesapeake_Bay_retriever,0.174145,True,2017-06
56,872820683541237760,2017-06-08 14:20:41,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 ",https://twitter.com/dog_rates/status/872820683541237760,13,10,None,None,None,None,None,15029,3884,pug,0.99912,True,French_bulldog,0.00055192,True,2017-06
57,872620804844003328,2017-06-08 01:06:27,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... ,https://twitter.com/dog_rates/status/872620804844003328,13,10,Monkey,None,None,None,None,21309,3911,cocker_spaniel,0.513191,True,Sussex_spaniel,0.159088,True,2017-06
58,872486979161796608,2017-06-07 16:14:40,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 ,https://twitter.com/dog_rates/status/872486979161796608,12,10,None,None,None,None,None,41606,9429,Pembroke,0.931861,True,Cardigan,0.0377212,True,2017-06
59,870804317367881728,2017-06-03 00:48:22,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 ,https://twitter.com/dog_rates/status/870804317367881728,11,10,None,None,None,None,None,33791,6393,home_theater,0.16829000000000002,False,sandbar,0.0980404,False,2017-06
60,870374049280663552,2017-06-01 20:18:38,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 ,https://twitter.com/dog_rates/status/870374049280663552,13,10,Zoey,None,None,None,None,85011,27680,golden_retriever,0.841001,True,Great_Pyrenees,0.0992784,True,2017-06
61,869772420881756160,2017-05-31 04:27:59,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly ",https://twitter.com/dog_rates/status/869772420881756160,13,10,Dewey,None,None,None,None,43710,10663,Pembroke,0.980148,True,Cardigan,0.0192711,True,2017-05
62,869227993411051520,2017-05-29 16:24:37,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well ,https://twitter.com/dog_rates/status/869227993411051520,13,10,Gizmo,None,None,None,None,21112,4023,Pembroke,0.664181,True,Chihuahua,0.169234,True,2017-05
63,868622495443632128,2017-05-28 00:18:35,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways ,https://twitter.com/dog_rates/status/868622495443632128,13,10,None,None,None,None,None,28295,6275,Labrador_retriever,0.868107,True,Great_Pyrenees,0.060973,True,2017-05
64,868552278524837888,2017-05-27 19:39:34,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

",https://twitter.com/dog_rates/status/868552278524837888,12,10,Cooper,None,None,None,None,10539,2240,whippet,0.378151,True,Italian_greyhound,0.275935,True,2017-05
65,867900495410671616,2017-05-26 00:29:37,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10 ",https://twitter.com/dog_rates/status/867900495410671616,12,10,None,None,None,None,None,24964,4439,Labrador_retriever,0.522644,True,kuvasz,0.332461,True,2017-05
66,867051520902168576,2017-05-23 16:16:06,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10 ",https://twitter.com/dog_rates/status/867051520902168576,13,10,None,None,None,None,None,33420,8425,Samoyed,0.471403,True,Pekinese,0.302219,True,2017-05
67,866686824827068416,2017-05-22 16:06:55,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely ,https://twitter.com/dog_rates/status/866686824827068416,12,10,Lili,None,None,None,None,20070,3727,flat-coated_retriever,0.51473,True,groenendael,0.30640700000000004,True,2017-05
68,865718153858494464,2017-05-19 23:57:46,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy ",https://twitter.com/dog_rates/status/865718153858494464,13,10,Boomer,None,None,None,None,26640,6008,golden_retriever,0.673664,True,kuvasz,0.157523,True,2017-05
69,865359393868664832,2017-05-19 00:12:11,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 ,https://twitter.com/dog_rates/status/865359393868664832,13,10,Sammy,None,None,None,None,27530,5384,Chesapeake_Bay_retriever,0.832435,True,Labrador_retriever,0.163551,True,2017-05
70,865006731092295680,2017-05-18 00:50:50,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase ,https://twitter.com/dog_rates/status/865006731092295680,13,10,Nelly,None,None,None,None,29063,8209,Pembroke,0.989882,True,Cardigan,0.00990646,True,2017-05
71,864873206498414592,2017-05-17 16:00:15,We only rate dogs. Please don't send in Jesus. We're trying to remain professional and legitimate. Thank you... 14/10 ,https://twitter.com/dog_rates/status/864873206498414592,14,10,None,None,None,None,None,33651,9361,pole,0.478616,False,lakeside,0.114182,False,2017-05
72,864279568663928832,2017-05-16 00:41:21,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball ,https://twitter.com/dog_rates/status/864279568663928832,12,10,Meatball,None,None,None,None,15195,3266,bull_mastiff,0.668613,True,French_bulldog,0.180562,True,2017-05
73,864197398364647424,2017-05-15 19:14:50,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well ,https://twitter.com/dog_rates/status/864197398364647424,13,10,Paisley,None,None,None,None,31459,9616,golden_retriever,0.945905,True,Labrador_retriever,0.0212636,True,2017-05
74,863062471531167744,2017-05-12 16:05:02,"Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

",https://twitter.com/dog_rates/status/863062471531167744,13,10,Quinn,None,None,None,None,8945,2687,French_bulldog,0.935804,True,pug,0.0595762,True,2017-05
75,862831371563274240,2017-05-12 00:46:44,"This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen, Zooey ",https://twitter.com/dog_rates/status/862831371563274240,13,10,Zooey,None,None,None,None,20011,5457,Australian_terrier,0.207281,True,Irish_terrier,0.156296,True,2017-05
76,862457590147678208,2017-05-11 00:01:27,"This is Jersey. He likes to watch movies, but only if you watch with him. Enjoys horror films like The Bababork and H*ckraiser. 13/10 ",https://twitter.com/dog_rates/status/862457590147678208,13,10,Jersey,None,None,None,None,21492,5388,home_theater,0.496348,False,studio_couch,0.167256,False,2017-05
77,862096992088072192,2017-05-10 00:08:34,We only rate dogs. Please don't send perfectly toasted marshmallows attempting to drive. Thank you... 13/10 ,https://twitter.com/dog_rates/status/862096992088072192,13,10,None,None,None,None,None,66437,21840,chow,0.677589,True,Pomeranian,0.270648,True,2017-05
78,861383897657036800,2017-05-08 00:54:59,This is Hobbes. He's never seen bubbles before. 13/10 deep breaths buddy ,https://twitter.com/dog_rates/status/861383897657036800,13,10,Hobbes,None,None,None,None,37744,11528,Cardigan,0.771008,True,Pembroke,0.137174,True,2017-05
79,860524505164394496,2017-05-05 16:00:04,This is Carl. He likes to dance. Doesn't care what you think about it. 13/10 h*ckin confident pup ,https://twitter.com/dog_rates/status/860524505164394496,13,10,Carl,None,None,None,None,24678,5698,Bedlington_terrier,0.286558,True,toy_poodle,0.235193,True,2017-05
80,860276583193509888,2017-05-04 23:34:55,This is Jordy. He likes to go on adventures and watch the small scaly underwater dogs with fins pass him by. 12/10 peaceful as h*ck ,https://twitter.com/dog_rates/status/860276583193509888,12,10,Jordy,None,None,None,None,19154,3745,lakeside,0.312299,False,dock,0.159842,False,2017-05
81,860184849394610176,2017-05-04 17:30:24,"Here we have perhaps the wisest dog of all. Above average with light sabers. Immortal as h*ck. 14/10 dog, or dog not, there is no try ",https://twitter.com/dog_rates/status/860184849394610176,14,10,None,None,None,None,None,17474,6295,chimpanzee,0.267612,False,gorilla,0.104293,False,2017-05
82,859924526012018688,2017-05-04 00:15:58,Meet Milky. She has no idea what happened. Just as pupset as you. Perhaps a sheep exploded. Even offered to help clean. 12/10 very good girl ,https://twitter.com/dog_rates/status/859924526012018688,12,10,Milky,None,None,None,None,20021,4349,French_bulldog,0.254587,True,Staffordshire_bullterrier,0.192558,True,2017-05
83,859607811541651456,2017-05-03 03:17:27,Sorry for the lack of posts today. I came home from school and had to spend quality time with my puppo. Her name is Zoey and she's 13/10 ,https://twitter.com/dog_rates/status/859607811541651456,13,10,None,None,None,None,puppo,19476,1704,golden_retriever,0.8955290000000001,True,Irish_setter,0.0240993,True,2017-05
84,859196978902773760,2017-05-02 00:04:57,We only rate dogs. This is quite clearly a smol broken polar bear. We'd appreciate if you only send dogs. Thank you... 12/10 ,https://twitter.com/dog_rates/status/859196978902773760,12,10,None,None,None,None,None,75193,25661,Angora,0.224218,False,malamute,0.216163,True,2017-05
85,858843525470990336,2017-05-01 00:40:27,I have stumbled puppon a doggo painting party. They're looking to be the next Pupcasso or Puppollock. All 13/10 would put it on the fridge ,https://twitter.com/dog_rates/status/858843525470990336,13,10,None,doggo,None,None,None,16304,3771,golden_retriever,0.57812,True,Labrador_retriever,0.286059,True,2017-05
86,858471635011153920,2017-04-30 00:02:42,This is Sophie. She just arrived. Used pawority shipping. Speedy as h*ck delivery. 13/10 would carefully assemble ,https://twitter.com/dog_rates/status/858471635011153920,13,10,Sophie,None,None,None,None,22640,5271,Pembroke,0.987407,True,Cardigan,0.00872303,True,2017-04
87,858107933456039936,2017-04-28 23:57:28,This is Wyatt. He had an interview earlier today. Was just told he didn't get the job. A h*ckin injustice. Still 12/10 keep your chin pup ,https://twitter.com/dog_rates/status/858107933456039936,12,10,Wyatt,None,None,None,None,16524,3154,golden_retriever,0.863874,True,Labrador_retriever,0.01592,True,2017-04
88,857989990357356544,2017-04-28 16:08:49,This is Rosie. She was just informed of the walk that's about to happen. Knows there are many a stick along the way. 12/10 such excite ,https://twitter.com/dog_rates/status/857989990357356544,12,10,Rosie,None,None,None,None,16952,2812,French_bulldog,0.43258,True,English_springer,0.325898,True,2017-04
89,857746408056729600,2017-04-28 00:00:54,Meet Thor. He doesn't have finals because he's a dog but is pupset you have finals. Just wants to play. 13/10 would abandon education for ,https://twitter.com/dog_rates/status/857746408056729600,13,10,Thor,None,None,None,None,36021,11524,Labrador_retriever,0.919832,True,beagle,0.043513,True,2017-04
90,857263160327368704,2017-04-26 16:00:39,This is Oscar and Oliver. Oliver shrunk Oscar. Oscar isn't pleased about it. Quite pupset tbh. Oliver doesn't seem to mind. Both 13/10 ,https://twitter.com/dog_rates/status/857263160327368704,13,10,Oscar,None,None,None,None,21041,4934,Samoyed,0.998021,True,Pomeranian,0.000921636,True,2017-04
